13589.819094 -19699.409518 11491.939706
5317.131844 -23646.765573 -9661.532869
-329.621635 -17801.452333 19861.874021
18280.857127 -18201.646258 -6220.573816
13762.554532 -9043.052821 -20767.225387
-9202.102093 -12372.929332 -21990.569052
-7017.400925 -24102.206706 -8101.677446
14700.691601 -20117.252822 9027.991353
5807.167281 -22357.690193 -12081.366615
1525.150177 -18964.442483 18671.368868
18855.80612 -18349.48639 -3415.098258
15818.387528 -7943.735375 -19725.730575
-7398.960612 -13990.103308 -21695.412585
-6886.985643 -24913.522917 -5331.719944
15573.516967 -20403.053609 6407.666905
6401.562956 -20828.655958 -14281.300527
3208.202564 -20118.331671 17163.053557
19178.227913 -18318.00092 -550.654028
17801.853898 -7006.33062 -18342.624075
-5720.565329 -15663.078533 -21039.054371
-6751.312359 -25411.947942 -2468.221466
16215.244355 -20520.393814 3675.783848
7121.048615 -19095.386977 -16220.866919
4701.747215 -21223.953214 15361.98741
19269.402572 -18075.632221 2323.301612
19665.839409 -6230.450715 -16641.858784
-4192.353856 -17352.839096 -20032.083157
-6571.112389 -25594.996181 438.507966
16640.316849 -20436.498528 879.598825
7979.640309 -17199.200076 -17864.523721
5995.528154 -22240.77464 13298.300277
19157.38974 -17596.83221 5157.096533
21365.409238 -5607.563438 -14652.918441
-2832.572685 -19017.078019 -18690.776301
-6308.023154 -25469.613093 3337.596539
16869.998828 -20123.692263 -1932.017078
8983.852918 -15185.407092 -19182.425397
7087.045794 -23128.434896 11006.733633
18875.806708 -16863.212233 7901.714329
22859.440443 -5121.493821 -12410.296245
-1651.745251 -20611.663624 -17036.888357
-5926.294873 -25051.800287 6178.545378
16931.423604 -19560.684808 -4709.467484
10132.250553 -13101.552765 -20151.049745
7981.485733 -23848.300713 8526.09637
18462.397503 -15864.423347 10509.65603
24112.115708 -4749.232216 -9952.883659
-652.421937 -22092.191633 -15097.363895
-5394.382766 -24365.89579 8912.139378
16856.394733 -18733.626986 -7403.366325
11415.356039 -10995.571774 -20753.661003
8691.351854 -24364.982968 5898.640813
17957.449551 -14598.731058 12935.77671
25094.219941 -4462.015809 -7323.28103
170.776646 -23415.570519 -12903.974091
-4686.361035 -23443.543641 11491.315615
